source_taxon	source_taxon_name	kingdom	avg_mapq	precision	precision_mapq_at_least_30
1410327	Acytostelium subglobosum LB1	Protists	40.140	1.000	1.000
1284197	Dactylellina haptotyla CBS 200.50	Fungi	40.140	1.000	1.000
283909	Capitella teleta	Metazoa	40.140	1.000	1.000
63601	Pharyngomonas kirbyi	Protists	40.142	1.000	1.000
1580212	Fusarium sp. JS1030	Fungi	40.144	0.998	1.000
1144522	Tritrichomonas foetus	Protists	40.144	1.000	1.000
128131	Sanderia malayensis	Metazoa	40.145	1.000	1.000
2879	Ectocarpus	Protists	40.146	1.000	1.000
52719	Bolitophila cinerea	Metazoa	40.148	1.000	1.000
77926	Hemiselmis rufescens	Protists	40.149	1.000	1.000
98403	Drechmeria coniospora	Fungi	40.149	0.995	1.000
215243	Exophiala oligosperma	Fungi	40.149	0.998	1.000
240176	Coprinopsis cinerea okayama7#130	Fungi	40.153	1.000	1.000
229769	Achipteria coleoptrata	Metazoa	40.153	1.000	1.000
765867	Pyrenochaeta sp. DS3sAY3a	Fungi	40.155	1.000	1.000
2507563	Fritillaria borealis	Metazoa	40.155	1.000	1.000
461836	Thecamonas trahens ATCC 50062	Protists	40.155	1.000	1.000
315563	Belgica antarctica	Metazoa	40.157	1.000	1.000
766055	Microcyclospora pomicola	Fungi	40.158	1.000	1.000
1771980	Aureobasidium sp. P6	Fungi	40.159	1.000	1.000
2038154	Ignelater luminosus	Metazoa	40.160	1.000	1.000
89487	Basipetospora chlamydospora	Fungi	40.160	0.998	1.000
670483	Gloeophyllum trabeum ATCC 11539	Fungi	40.160	0.997	1.000
53269	Trebouxia gelatinosa	Plants	40.163	1.000	1.000
135921	Aleochara bilineata	Metazoa	40.163	1.000	1.000
41139	Coccinella septempunctata	Metazoa	40.163	1.000	1.000
52586	Erysiphe necator	Fungi	40.164	1.000	1.000
1661398	Asbolus verrucosus	Metazoa	40.165	1.000	1.000
7130	Manduca sexta	Metazoa	40.166	1.000	1.000
1328760	Xylona heveae TC161	Fungi	40.167	1.000	1.000
1353255	Gyalolechia flavorubescens KoLRI002931	Fungi	40.167	1.000	1.000
39397	Candida sake	Fungi	40.168	1.000	1.000
300277	Tetrapisispora fleetii	Fungi	40.169	1.000	1.000
4974	Dioszegia crocea	Fungi	40.171	1.000	1.000
52000	Steganacarus magnus	Metazoa	40.171	1.000	1.000
36770	Paraphysomonas vestita	Protists	40.172	1.000	1.000
47721	Lyophyllum shimeji	Fungi	40.172	0.995	1.000
505711	Andalucia godoyi	Protists	40.172	1.000	1.000
1296100	Kwoniella bestiolae CBS 10118	Fungi	40.173	1.000	1.000
1537102	Theileria equi strain WA	Protists	40.174	1.000	1.000
1819745	Intoshia linei	Metazoa	40.174	1.000	1.000
690910	Lymantria dispar dispar	Metazoa	40.174	1.000	1.000
1560151	Stenopsyche tienmushanensis	Metazoa	40.176	1.000	1.000
287718	Deladenus siricidicola	Metazoa	40.177	1.000	1.000
1737335	Caenorhabditis sp. 32 LS-2015	Metazoa	40.177	1.000	1.000
196109	Microdochium bolleyi	Fungi	40.178	1.000	1.000
578455	Thermothielavioides terrestris NRRL 8126	Fungi	40.178	1.000	1.000
36881	Cymbomonas tetramitiformis	Plants	40.178	1.000	1.000
1923959	Trinorchestia longiramus	Metazoa	40.178	1.000	1.000
7004	Locusta migratoria	Metazoa	40.179	1.000	1.000
5007	Brettanomyces bruxellensis	Fungi	40.182	1.000	1.000
6613	Euprymna scolopes	Metazoa	40.184	0.995	1.000
560360	[Candida] wancherniae	Fungi	40.185	1.000	1.000
196907	[Talaromyces] leycettanus	Fungi	40.186	1.000	1.000
1754060	Brevipalpus yothersi	Metazoa	40.186	1.000	1.000
10227	Trichoplax	Metazoa	40.187	1.000	1.000
433476	Lachancea sp. CBS 6924	Fungi	40.187	1.000	1.000
2769	Chondrus crispus	Protists	40.187	1.000	1.000
252671	Clytia hemisphaerica	Metazoa	40.188	1.000	1.000
1734106	Kwoniella shandongensis	Fungi	40.188	1.000	1.000
33097	Gonium pectorale	Plants	40.188	0.986	1.000
1365824	Kalmanozyma brasiliensis GHG001	Fungi	40.189	1.000	1.000
1382206	Ambrosiozyma oregonensis	Fungi	40.190	1.000	1.000
67622	Graphilbum fragrans	Fungi	40.190	0.998	1.000
5474	Leptoxyphium fumago	Fungi	40.190	1.000	1.000
438503	Catajapyx aquilonaris	Metazoa	40.192	1.000	1.000
216257	Chrysomallon squamiferum	Metazoa	40.192	1.000	1.000
104198	Cantharellus lutescens	Fungi	40.193	1.000	1.000
52283	Sarcoptes scabiei	Metazoa	40.195	1.000	1.000
40220	Symbiotaphrina buchneri	Fungi	40.195	1.000	1.000
1229662	Pestalotiopsis fici W106-1	Fungi	40.196	1.000	1.000
45504	Priceomyces medius	Fungi	40.196	1.000	1.000
1535445	Adranes taylori	Metazoa	40.197	1.000	1.000
2518135	Aeminium ludgeri	Fungi	40.197	1.000	1.000
253309	Articulospora tetracladia	Fungi	40.198	1.000	1.000
115357	Harmonia axyridis	Metazoa	40.198	1.000	1.000
391824	[Candida] blattae	Fungi	40.202	1.000	1.000
578456	Tremella mesenterica DSM 1558	Fungi	40.203	1.000	1.000
708187	Colletotrichum chlorophyti	Fungi	40.203	0.998	1.000
35570	Stomoxys calcitrans	Metazoa	40.204	1.000	1.000
1223556	Pythium arrhenomanes ATCC 12531	Protists	40.205	1.000	1.000
51918	[Candida] vartiovaarae	Fungi	40.206	1.000	1.000
2656787	Venustampulla echinocandica	Fungi	40.206	1.000	1.000
292402	Themira minor	Metazoa	40.207	1.000	1.000
5500	Coccidioides	Fungi	40.207	1.000	1.000
1354746	Ordospora colligata OC4	Fungi	40.208	1.000	1.000
2966	Noctiluca scintillans	Protists	40.208	1.000	1.000
120566	Cyclina sinensis	Metazoa	40.208	1.000	1.000
2077152	Talaromyces borbonicus	Fungi	40.209	1.000	1.000
53655	Pichia fermentans	Fungi	40.209	1.000	1.000
110193	Nicrophorus vespilloides	Metazoa	40.211	0.996	1.000
153982	Talaromyces piceae	Fungi	40.211	1.000	1.000
1172177	Acaulopage tetraceros	Fungi	40.211	1.000	1.000
252483	Paracoccus marginatus	Metazoa	40.211	0.996	1.000
1296121	Kwoniella dejecticola CBS 10117	Fungi	40.211	1.000	1.000
304850	Babylonia areolata	Metazoa	40.212	1.000	1.000
5865	Babesia bovis	Protists	40.213	1.000	1.000
111012	Lecanosticta acicola	Fungi	40.215	1.000	1.000
292559	Lentinus polychrous	Fungi	40.216	1.000	1.000
479092	Yarrowia alimentaria	Fungi	40.217	1.000	1.000
194544	Triops cancriformis	Metazoa	40.218	1.000	1.000
135514	Exophiala calicioides	Fungi	40.219	1.000	1.000
79782	Cimex lectularius	Metazoa	40.219	1.000	1.000
57062	Hypothenemus hampei	Metazoa	40.219	1.000	1.000
857566	Nadsonia fulvescens var. elongata DSM 6958	Fungi	40.221	1.000	1.000
1353952	Calocera cornea HHB12733	Fungi	40.222	1.000	1.000
31354	Compsopogon caeruleus	Protists	40.224	1.000	1.000
1168221	Coniosporium apollinis CBS 100218	Fungi	40.225	1.000	1.000
36643	Aspergillus avenaceus	Fungi	40.225	1.000	1.000
468822	Dasypogon diadema	Metazoa	40.225	1.000	1.000
550978	Ogataea populi-albae	Fungi	40.227	1.000	1.000
2069292	Abscondita terminalis	Metazoa	40.227	1.000	1.000
198719	Drosophila innubila	Metazoa	40.227	1.000	1.000
28986	Millerozyma acaciae	Fungi	40.227	1.000	1.000
70186	Spongospora subterranea	Protists	40.228	1.000	1.000
253628	Verruconis gallopava	Fungi	40.228	1.000	1.000
1332765	Glaciozyma antarctica PI12	Fungi	40.228	0.995	1.000
2340872	Endogone sp. FLAS-F59071	Fungi	40.228	1.000	1.000
1442369	Rhinocladiella mackenziei CBS 650.93	Fungi	40.229	1.000	1.000
129788	Ruditapes philippinarum	Metazoa	40.232	1.000	1.000
706561	Hortaea thailandica	Fungi	40.233	1.000	1.000
1944661	Yamadazyma laniorum	Fungi	40.234	1.000	1.000
104777	Brachionus calyciflorus	Metazoa	40.234	1.000	1.000
52247	[Candida] inconspicua	Fungi	40.235	1.000	1.000
2283848	Proliferodiscus dingleyae	Fungi	40.235	1.000	1.000
112090	Aphanomyces astaci	Protists	40.238	1.000	1.000
53659	Pichia heedii	Fungi	40.239	0.997	1.000
64608	Agrocybe cylindracea	Fungi	40.239	1.000	1.000
157069	Trichobilharzia regenti	Metazoa	40.240	1.000	1.000
2138241	Mesorhabditis belari	Metazoa	40.242	1.000	1.000
1314785	Laetiporus sulphureus 93-53	Fungi	40.242	1.000	1.000
137419	Trimastix marina	Protists	40.243	1.000	1.000
1873265	Mycosphaerelloides madeirae	Fungi	40.243	1.000	1.000
685557	Mortierella alpina ATCC 32222	Fungi	40.243	1.000	1.000
1932427	Ichthyosporea sp. XGB-2017a	Protists	40.244	1.000	1.000
671091	Coscinodiscus wailesii	Protists	40.245	1.000	1.000
81533	Acanthoeca spectabilis	Protists	40.245	1.000	1.000
945553	Hypholoma sublateritium FD-334 SS-4	Fungi	40.246	1.000	1.000
29917	Cladosporium cladosporioides	Fungi	40.246	0.997	1.000
310899	Modiolus philippinarum	Metazoa	40.247	1.000	1.000
1036808	Scleroderma citrinum Foug A	Fungi	40.247	1.000	1.000
108974	Pleistodontes nigriventris	Metazoa	40.248	1.000	1.000
763406	Pichia membranifaciens NRRL Y-2026	Fungi	40.248	1.000	1.000
905079	Guillardia theta CCMP2712	Protists	40.249	1.000	1.000
33165	Kluyveromyces aestuarii	Fungi	40.249	1.000	1.000
5698	Trypanosoma rangeli	Protists	40.250	1.000	1.000
935788	Kazachstania intestinalis	Fungi	40.252	1.000	1.000
356393	Limnoperna fortunei	Metazoa	40.253	1.000	1.000
225544	Starmerella ratchasimensis	Fungi	40.253	1.000	1.000
157611	Bullera alba	Fungi	40.253	1.000	1.000
294128	Hyalella azteca	Metazoa	40.253	1.000	1.000
7048	Sitophilus oryzae	Metazoa	40.254	1.000	1.000
46582	Clavispora fructus	Fungi	40.256	1.000	1.000
1277687	Anthracocystis flocculosa PF-1	Fungi	40.256	0.998	1.000
1882483	Testicularia cyperi	Fungi	40.257	1.000	1.000
1699422	Spathaspora xylofermentans	Fungi	40.257	1.000	1.000
1735743	Stramenopiles sp. TOSAG23-2	Protists	40.257	0.986	1.000
210454	Grammatophora oceanica	Protists	40.258	1.000	1.000
238572	Dendrolimus punctatus	Metazoa	40.259	1.000	1.000
936046	Agaricus bisporus var. bisporus H97	Fungi	40.260	1.000	1.000
45357	[Candida] haemulonis	Fungi	40.260	0.997	1.000
38358	Bradysia coprophila	Metazoa	40.260	1.000	1.000
67896	Cristatella mucedo	Metazoa	40.260	1.000	1.000
36907	Kazachstania telluris	Fungi	40.264	1.000	1.000
1292256	Penicillium paxilli ATCC 26601	Fungi	40.264	1.000	1.000
470921	Creolimax fragrantissima	Protists	40.265	1.000	1.000
436907	Vanderwaltozyma polyspora DSM 70294	Fungi	40.265	1.000	1.000
130807	Danielozyma ontarioensis	Fungi	40.266	1.000	1.000
85585	Adoxophyes honmai	Metazoa	40.266	1.000	1.000
1945771	Megathymus ursus violae	Metazoa	40.266	1.000	1.000
58918	Golubevia pallescens	Fungi	40.267	1.000	1.000
29205	Cyclotella meneghiniana	Protists	40.268	1.000	1.000
212818	Exophiala mesophila	Fungi	40.269	1.000	1.000
2305101	Hyphodiscus sp. D1413	Fungi	40.270	1.000	1.000
1442076	Ochroconis constricta UM 578	Fungi	40.270	1.000	1.000
177199	Coniochaeta pulveracea	Fungi	40.273	1.000	1.000
515487	Stephanopyxis turris	Protists	40.274	1.000	1.000
1934353	Amesia nigricolor	Fungi	40.275	1.000	1.000
578458	Schizophyllum commune H4-8	Fungi	40.276	1.000	1.000
1071380	Tetrapisispora blattae CBS 6284	Fungi	40.276	1.000	1.000
42469	Protomyces gravidus	Fungi	40.276	1.000	1.000
2606893	Saprochaete ingens	Fungi	40.277	1.000	1.000
27342	Schizopora paradoxa	Fungi	40.277	1.000	1.000
324742	Martiniozyma abiesophila	Fungi	40.277	1.000	1.000
53646	Starmera quercuum	Fungi	40.280	1.000	1.000
5477	[Candida] boidinii	Fungi	40.282	1.000	1.000
45587	[Candida] schatavii	Fungi	40.282	1.000	1.000
1136866	Hysterium pulicare CBS 123377	Fungi	40.283	1.000	1.000
1028407	Reticulascus tulasneorum	Fungi	40.287	1.000	1.000
27848	Echinostoma caproni	Metazoa	40.287	1.000	1.000
1071381	Tetrapisispora phaffii CBS 4417	Fungi	40.287	0.997	1.000
454923	Diachasma alloeum	Metazoa	40.288	1.000	1.000
159736	Macrobrachium nipponense	Metazoa	40.289	1.000	1.000
2607230	Agaricales sp. HM26-F1	Fungi	40.289	1.000	1.000
36916	Kazachstania transvaalensis	Fungi	40.291	1.000	1.000
101127	Hesseltinella vesiculosa	Fungi	40.291	1.000	1.000
163795	Chlorencoelia torta	Fungi	40.293	1.000	1.000
216773	Corethron hystrix	Protists	40.293	1.000	1.000
741275	Punctularia strigosozonata HHB-11173 SS5	Fungi	40.296	1.000	1.000
54094	Sporopachydermia quercuum	Fungi	40.296	1.000	1.000
28985	Kluyveromyces lactis	Fungi	40.296	1.000	1.000
2316157	Ploettnerulaceae sp. D365	Fungi	40.296	1.000	1.000
708627	Timspurckia oligopyrenoides	Protists	40.297	1.000	1.000
370605	Lamprigera yunnana	Metazoa	40.297	1.000	1.000
441959	Talaromyces stipitatus ATCC 10500	Fungi	40.298	1.000	1.000
236787	Florenciella parvula	Protists	40.299	1.000	1.000
30019	Drosophila busckii	Metazoa	40.299	1.000	1.000
101121	Thermomucor indicae-seudaticae	Fungi	40.299	1.000	1.000
52612	Calopteryx splendens	Metazoa	40.300	1.000	1.000
215448	Prototheca stagnorum	Plants	40.303	1.000	1.000
568069	Clunio marinus	Metazoa	40.305	1.000	1.000
6921	Loxosceles reclusa	Metazoa	40.306	1.000	1.000
1986089	Cyanodermella asteris	Fungi	40.308	1.000	1.000
392538	Salmacisia buchloeana	Fungi	40.309	1.000	1.000
43958	Cephaloascus albidus	Fungi	40.310	1.000	1.000
5786	Dictyostelium purpureum	Protists	40.311	0.994	1.000
53647	Wickerhamomyces bovis	Fungi	40.312	1.000	1.000
488016	Kazachstania kunashirensis	Fungi	40.312	1.000	1.000
1486918	Ostreococcus mediterraneus	Plants	40.312	1.000	1.000
1577617	Holcocephala fusca	Metazoa	40.312	1.000	1.000
308924	Starmerella riodocensis	Fungi	40.315	1.000	1.000
109671	Physella acuta	Metazoa	40.315	1.000	1.000
490708	Ogataea nitratoaversa	Fungi	40.317	1.000	1.000
218467	Centruroides sculpturatus	Metazoa	40.317	1.000	1.000
49329	[Candida] montana	Fungi	40.318	1.000	1.000
76940	Coprinopsis strossmayeri	Fungi	40.318	1.000	1.000
103827	Thelazia callipaeda	Metazoa	40.320	1.000	1.000
2025994	Coniella lustricola	Fungi	40.320	0.998	1.000
1117665	fungal sp. EF0021	Fungi	40.320	1.000	1.000
1198029	Neolecta irregularis DAH-3	Fungi	40.320	1.000	1.000
180228	Paramoeba pemaquidensis	Protists	40.320	1.000	1.000
270857	Neodiprion	Metazoa	40.321	1.000	1.000
309537	Chlamydomonas sp. ICE-L	Plants	40.321	1.000	1.000
684364	Batrachochytrium dendrobatidis JAM81	Fungi	40.322	1.000	1.000
392613	Ascosphaera apis ARSEF 7405	Fungi	40.324	1.000	1.000
6239	Caenorhabditis elegans	Metazoa	40.325	1.000	1.000
225338	Leptosphaeria biglobosa 'brassicae' group	Fungi	40.325	0.998	1.000
121466	Kurtzmaniella cleridarum	Fungi	40.330	0.994	1.000
1266667	Lachancea meyersii CBS 8951	Fungi	40.331	1.000	1.000
38832	Micromonas	Plants	40.331	1.000	1.000
1041607	Wickerhamomyces ciferrii	Fungi	40.331	0.997	1.000
767780	Cladobotryum protrusum	Fungi	40.332	1.000	1.000
1299270	Wallemia ichthyophaga EXF-994	Fungi	40.332	1.000	1.000
420535	Aurantiochytrium	Protists	40.333	1.000	1.000
1182542	Capronia epimyces CBS 606.96	Fungi	40.334	1.000	1.000
5353	Lentinula edodes	Fungi	40.334	1.000	1.000
499914	Rhopilema esculentum	Metazoa	40.338	1.000	1.000
1072389	Marssonina brunnea f. sp. 'multigermtubi' MB_m1	Fungi	40.340	1.000	1.000
1367536	Exutisphaerella laricina CBS 326.52	Fungi	40.342	1.000	1.000
157728	Saccostrea glomerata	Metazoa	40.344	1.000	1.000
1461596	Neobulgaria alba	Fungi	40.344	1.000	1.000
554155	Microsporum canis CBS 113480	Fungi	40.344	1.000	1.000
36016	Cyberlindnera americana	Fungi	40.345	1.000	1.000
2665449	Ganaspis sp. Gsp50	Metazoa	40.346	1.000	1.000
1476591	Chilomastix cuspidata	Protists	40.347	1.000	1.000
36023	Ogataea glucozyma	Fungi	40.347	1.000	1.000
1303645	Hirsutella thompsonii MTCC6686	Fungi	40.348	0.998	1.000
745531	Phlebiopsis gigantea 11061_1 CR5-6	Fungi	40.349	1.000	1.000
108892	Sanghuangporus baumii	Fungi	40.350	1.000	1.000
1382522	Kuraishia capsulata CBS 1993	Fungi	40.350	1.000	1.000
5481	Diutina rugosa	Fungi	40.352	1.000	1.000
272229	Ormyrus	Metazoa	40.352	1.000	1.000
350847	Aurigamonas solis	Protists	40.353	1.000	1.000
115415	Phoronis australis	Metazoa	40.355	1.000	1.000
241478	Soboliphyme baturini	Metazoa	40.355	1.000	1.000
88556	Trialeurodes vaporariorum	Metazoa	40.356	1.000	1.000
187706	Tomocerus minor	Metazoa	40.357	1.000	1.000
64647	Actinomucor elegans	Fungi	40.358	1.000	1.000
180227	Paramoeba aestuarina	Protists	40.358	1.000	1.000
2056173	Tisbe holothuriae	Metazoa	40.358	1.000	1.000
1806994	Synchytrium microbalum	Fungi	40.361	1.000	1.000
104675	Holtermanniella nyarrowii	Fungi	40.362	1.000	1.000
1701548	Spathaspora boniae	Fungi	40.362	1.000	1.000
6412	Helobdella robusta	Metazoa	40.362	1.000	1.000
1314672	Peniophora sp. CONT	Fungi	40.365	1.000	1.000
5012	Taphrina wiesneri	Fungi	40.365	1.000	1.000
281687	Caenorhabditis japonica	Metazoa	40.366	1.000	1.000
1629725	Oryctes borbonicus	Metazoa	40.368	1.000	1.000
45276	Acremonium furcatum	Fungi	40.369	1.000	1.000
374461	Zygoascus meyerae	Fungi	40.371	1.000	1.000
554373	Moniliophthora perniciosa FA553	Fungi	40.375	1.000	1.000
117534	Eulimnadia texana	Metazoa	40.377	1.000	1.000
882909	Sporisorium iseilematis-ciliati	Fungi	40.377	0.998	1.000
1073090	Penicilliopsis zonata CBS 506.65	Fungi	40.378	0.998	1.000
1344418	Ascoidea rubescens DSM 1968	Fungi	40.378	1.000	1.000
1802957	Cairneyella variabilis	Fungi	40.378	1.000	1.000
50267	Ogataea trehalophila	Fungi	40.378	0.997	1.000
5705	Endotrypanum monterogeii	Protists	40.379	1.000	1.000
6088	Hydra oligactis	Metazoa	40.381	1.000	1.000
1872691	Ansanella granifera	Protists	40.383	1.000	1.000
5778	Vermamoeba vermiformis	Protists	40.384	1.000	1.000
88686	Megaselia abdita	Metazoa	40.384	1.000	1.000
1159556	Ustilaginoidea virens	Fungi	40.384	0.998	1.000
6573	Mizuhopecten yessoensis	Metazoa	40.384	1.000	1.000
1231523	[Candida] haemulonis var. vulnera	Fungi	40.385	1.000	1.000
696354	Hypocrella siamensis	Fungi	40.385	1.000	1.000
78915	Thamnocephalis sphaerospora	Fungi	40.386	1.000	1.000
759272	Chaetomium thermophilum var. thermophilum DSM 1495	Fungi	40.387	1.000	1.000
2316362	Psathyrella aberdarensis	Fungi	40.388	1.000	1.000
1417757	Amanita jacksonii TRTC168611	Fungi	40.389	1.000	1.000
36028	Cyberlindnera petersonii	Fungi	40.390	1.000	1.000
151549	Eumeta japonica	Metazoa	40.390	1.000	1.000
392029	Rotaria macrura	Metazoa	40.391	1.000	1.000
197152	Cloeon dipterum	Metazoa	40.392	1.000	1.000
92696	Steccherinum ochraceum	Fungi	40.393	1.000	1.000
1489057	Coelastrella sp. M60	Plants	40.393	1.000	1.000
121621	Phyllosticta	Fungi	40.395	1.000	1.000
58919	Tilletiopsis washingtonensis	Fungi	40.396	0.997	1.000
742152	Wolfiporia cocos MD-104 SS10	Fungi	40.396	1.000	1.000
326645	Daldinia childiae	Fungi	40.397	1.000	1.000
121624	Phyllosticta capitalensis	Fungi	40.397	1.000	1.000
1095465	Bondarzewia mesenterica	Fungi	40.400	1.000	1.000
388810	Blyttiomyces helicus	Fungi	40.400	1.000	1.000
1917417	Trebouxia sp. TZW2008	Plants	40.402	1.000	1.000
34364	Trigonopsis variabilis	Fungi	40.403	1.000	1.000
74873	Anopheles sinensis	Metazoa	40.404	0.994	1.000
344612	Aspergillus clavatus NRRL 1	Fungi	40.406	0.998	1.000
49334	[Candida] sorboxylosa	Fungi	40.409	1.000	1.000
104414	Solicoccozyma terricola	Fungi	40.413	1.000	1.000
1133412	Tigriopus kingsejongensis	Metazoa	40.416	1.000	1.000
2692248	core chlorophytes	Plants	40.416	1.000	1.000
121224	Pediculus humanus corporis	Metazoa	40.417	1.000	1.000
1577616	Cirrula hians	Metazoa	40.418	1.000	1.000
3041	Chlorophyta	Plants	40.419	0.996	1.000
4885	Capniomyces stellatus	Fungi	40.420	1.000	1.000
933994	Spencermartinsiella europaea	Fungi	40.421	1.000	1.000
264361	Chrysosporium queenslandicum	Fungi	40.422	1.000	1.000
7225	Scaptodrosophila lebanonensis	Metazoa	40.422	1.000	1.000
1226780	Grammothele lineata	Fungi	40.424	1.000	1.000
1081105	Metarhizium rileyi RCEF 4871	Fungi	40.424	0.998	1.000
2447956	Antrodiella citrinella	Fungi	40.425	1.000	1.000
121235	Pichia manshurica	Fungi	40.425	1.000	1.000
1295532	Cryptococcus depauperatus CBS 7855	Fungi	40.425	1.000	1.000
691883	Fonticula alba	Protists	40.427	1.000	1.000
1291243	Aptinothrips rufus	Metazoa	40.427	1.000	1.000
42260	Zygotorulaspora mrakii	Fungi	40.428	1.000	1.000
50990	Rickenella mellea	Fungi	40.429	1.000	1.000
686832	Hebeloma cylindrosporum h7	Fungi	40.432	1.000	1.000
131113	Cyberlindnera misumaiensis	Fungi	40.436	1.000	1.000
4881	Amoebidium parasiticum	Protists	40.437	1.000	1.000
1737337	Caenorhabditis sp. 40 LS-2015	Metazoa	40.437	1.000	1.000
1577615	Ephydra gracilis	Metazoa	40.438	1.000	1.000
1850976	Blastobotrys americana	Fungi	40.438	1.000	1.000
1411642	Pyramimonas obovata	Plants	40.438	0.993	1.000
55588	Uromyces viciae-fabae	Fungi	40.439	1.000	1.000
1922239	Ganaspis brasiliensis	Metazoa	40.440	0.993	1.000
1314674	Cylindrobasidium torrendii FP15055 ss-10	Fungi	40.440	1.000	1.000
1538182	Nakazawaea peltata	Fungi	40.440	1.000	1.000
387937	Cutaneotrichosporon arboriformis	Fungi	40.440	0.997	1.000
1457513	Amanita inopinata Kibby_2008	Fungi	40.441	1.000	1.000
81058	Tinctoporellus epimiltinus	Fungi	40.445	1.000	1.000
1635159	Pilasporangium apinafurcum	Protists	40.445	1.000	1.000
6082	Hydra viridissima	Metazoa	40.445	1.000	1.000
248454	Apolygus lucorum	Metazoa	40.446	1.000	1.000
36036	Saccharomycopsis capsularis	Fungi	40.447	1.000	1.000
222816	Orussus abietinus	Metazoa	40.448	1.000	1.000
58632	Yueomyces sinensis	Fungi	40.449	1.000	1.000
113399	Amauroascus mutatus	Fungi	40.449	1.000	1.000
1686168	Sarocladium brachiariae	Fungi	40.451	0.997	1.000
1071378	Naumovozyma dairenensis CBS 421	Fungi	40.451	1.000	1.000
203082	Taphrina confusa	Fungi	40.452	1.000	1.000
286661	Peltaster fructicola	Fungi	40.454	1.000	1.000
39758	Mayetiola destructor	Metazoa	40.455	1.000	1.000
50390	Diabrotica virgifera virgifera	Metazoa	40.455	1.000	1.000
914234	Gelatoporia subvermispora B	Fungi	40.456	1.000	1.000
1603990	Pirottaea palmicola	Fungi	40.456	1.000	1.000
197043	Homalodisca vitripennis	Metazoa	40.456	1.000	1.000
1333877	Brandtodinium nutricula	Protists	40.460	1.000	1.000
1314773	Sodiomyces alkalinus F11	Fungi	40.460	1.000	1.000
1301101	Ascoidea asiatica	Fungi	40.461	1.000	1.000
232323	Hypsibius dujardini	Metazoa	40.461	1.000	1.000
264083	Clavaria fumosa	Fungi	40.464	1.000	1.000
2041167	Chlorella sp. A99	Plants	40.466	1.000	1.000
1448308	Corynespora cassiicola Philippines	Fungi	40.468	1.000	1.000
1160509	Ascobolus immersus RN42	Fungi	40.469	1.000	1.000
36024	Ogataea henricii	Fungi	40.469	1.000	1.000
54552	Pichia occidentalis	Fungi	40.470	1.000	1.000
1294685	Magnusiomyces capitatus NRRL Y-17686	Fungi	40.470	1.000	1.000
498180	Ulva mutabilis	Plants	40.471	1.000	1.000
508918	Ramichloridium luteum	Fungi	40.471	1.000	1.000
1875375	Glossosoma conforme	Metazoa	40.471	1.000	1.000
39717	Paulinella chromatophora	Protists	40.472	1.000	1.000
2016126	Sulcionema specki	Protists	40.472	1.000	1.000
1411623	Chloroparvula japonica	Plants	40.473	1.000	1.000
1441469	Talaromyces atroroseus	Fungi	40.473	1.000	1.000
114524	Saccharomyces kudriavzevii	Fungi	40.474	1.000	1.000
37344	Athalia rosae	Metazoa	40.474	1.000	1.000
857342	Amorphotheca resinae ATCC 22711	Fungi	40.475	1.000	1.000
36065	Cantharellus	Fungi	40.477	1.000	1.000
28835	Cepaea nemoralis	Metazoa	40.478	1.000	1.000
104411	Solicoccozyma phenolica	Fungi	40.478	1.000	1.000
985895	Leptosphaeria maculans JN3	Fungi	40.479	0.995	1.000
1367537	Mycosphaerella populi pn0402	Fungi	40.479	1.000	1.000
282340	Purpureofilum apyrenoidigerum	Protists	40.479	1.000	1.000
197672	[Candida] hawaiiana	Fungi	40.481	1.000	1.000
2996	Hydrurus foetidus	Protists	40.481	1.000	1.000
33649	Thalassionema nitzschioides	Protists	40.482	1.000	1.000
312471	Neobodo designis	Protists	40.482	1.000	1.000
1489893	Nigrograna mackinnonii	Fungi	40.484	1.000	1.000
309737	Cladosiphon okamuranus	Protists	40.484	0.996	1.000
133408	Acytostelium leptosomum	Protists	40.486	1.000	1.000
27315	Dipodascus albidus	Fungi	40.487	1.000	1.000
1279117	Papiliotrema flavescens NRRL Y-50378	Fungi	40.488	1.000	1.000
686327	Morbakka virulenta	Metazoa	40.488	1.000	1.000
1279115	[Candida] nivariensis CBS 9983	Fungi	40.488	1.000	1.000
3037	Euglena longa	Protists	40.488	1.000	1.000
262981	Lachancea waltii NCYC 2644	Fungi	40.489	1.000	1.000
215637	Dimargaris cristalligena	Fungi	40.490	1.000	1.000
114840	Erythrobasidium yunnanense	Fungi	40.490	1.000	1.000
64657	Tremella fuciformis	Fungi	40.490	1.000	1.000
53649	Ogataea methylivora	Fungi	40.491	1.000	1.000
907965	Encephalitozoon hellem ATCC 50504	Fungi	40.494	1.000	1.000
32264	Tetranychus urticae	Metazoa	40.495	1.000	1.000
45597	Middelhovenomyces tepae	Fungi	40.496	1.000	1.000
5539	Scytalidium lignicola	Fungi	40.496	1.000	1.000
409207	Beverwykella pulmonaria	Fungi	40.496	1.000	1.000
665115	Shiraia sp. slf14	Fungi	40.498	1.000	1.000
1041608	Wickerhamomyces hampshirensis	Fungi	40.499	1.000	1.000
105983	Apiotrichum	Fungi	40.500	1.000	1.000
1081671	Enterospora canceri	Fungi	40.500	1.000	1.000
1977532	Sericostoma sp. HW-2014	Metazoa	40.500	1.000	1.000
34475	Fomitopsis rosea	Fungi	40.500	0.997	1.000
47732	Cataglyphis	Metazoa	40.500	1.000	1.000
185366	Ustilago esculenta	Fungi	40.503	0.996	1.000
