source_taxon	source_taxon_name	kingdom	avg_mapq	precision	precision_mapq_at_least_30
1448316	Aspergillus ibericus CBS 121593	Fungi	35.046	0.979	1.000
75917	Lysiphlebus fabarum	Metazoa	35.051	0.974	0.997
1381693	Durusdinium trenchii	Protists	35.071	1.000	1.000
1081104	Cordyceps fumosorosea ARSEF 2679	Fungi	35.084	0.982	1.000
6850	Limulus polyphemus	Metazoa	35.089	0.966	1.000
6289	Haemonchus contortus	Metazoa	35.097	0.972	0.990
1774706	Spathaspora hagerdaliae	Fungi	35.127	0.982	1.000
79808	Coniochaeta	Fungi	35.129	0.948	0.997
7159	Aedes aegypti	Metazoa	35.131	1.000	1.000
230603	Saccharomyces uvarum	Fungi	35.133	0.977	1.000
71967	Lactarius volemus	Fungi	35.137	0.959	1.000
129314	Colletotrichum falcatum	Fungi	35.144	0.983	1.000
407821	Stegodyphus mimosarum	Metazoa	35.144	0.978	1.000
456900	Cyphomyrmex costatus	Metazoa	35.144	0.985	1.000
1042311	Trichoderma asperellum CBS 433.97	Fungi	35.155	0.983	1.000
151541	Danaus chrysippus	Metazoa	35.158	0.981	1.000
87325	Amanita bisporigera	Fungi	35.160	0.973	1.000
486041	Laccaria bicolor S238N-H82	Fungi	35.164	0.985	0.998
7257	Drosophila robusta	Metazoa	35.188	0.967	1.000
311494	Alexandrium monilatum	Protists	35.189	1.000	1.000
423536	Perkinsus marinus ATCC 50983	Protists	35.191	1.000	1.000
7102	Heliothis virescens	Metazoa	35.204	0.980	1.000
285029	Togula jolla	Protists	35.211	1.000	1.000
40262	Cryphonectria radicalis	Fungi	35.212	0.985	1.000
766949	Hanseniaspora valbyensis NRRL Y-1626	Fungi	35.227	0.968	0.996
1635099	Yarrowia sp. JCM 30694	Fungi	35.228	0.989	1.000
930992	Suillus luteus UH-Slu-Lm8-n1	Fungi	35.236	0.968	1.000
2562440	Byssochlamys sp. IMV 00045	Fungi	35.248	1.000	1.000
1402413	Yarrowia bubula	Fungi	35.255	0.989	1.000
29158	Mytilus galloprovincialis	Metazoa	35.263	0.976	1.000
97479	Pyrenophora teres f. teres	Fungi	35.266	0.978	1.000
1080349	Saccharomyces eubayanus	Fungi	35.275	0.973	1.000
36646	Penicillium coprophilum	Fungi	35.286	0.971	1.000
10195	Brachionus plicatilis	Metazoa	35.288	0.984	1.000
416868	Notospermus geniculatus	Metazoa	35.311	1.000	1.000
2508582	Wickerhamomyces sp. NRRL YB-2243	Fungi	35.313	0.984	1.000
100756	Hericium coralloides	Fungi	35.316	0.993	1.000
67767	Lasius niger	Metazoa	35.320	0.982	1.000
2866	Crypthecodinium cohnii	Protists	35.328	1.000	1.000
1122280	Rigifila ramosa	Protists	35.330	1.000	1.000
1247866	Trichoderma hamatum GD12	Fungi	35.351	0.980	1.000
1264691	Heterobasidion annosum 03012	Fungi	35.375	1.000	1.000
30301	Botryllus schlosseri	Metazoa	35.381	1.000	1.000
122233	Chaetoceros debilis	Protists	35.397	1.000	1.000
3165	Tetraselmis striata	Plants	35.418	1.000	1.000
354590	Rhodomonas lens	Protists	35.459	0.885	0.961
613905	Nylanderia fulva	Metazoa	35.473	0.980	0.997
664439	Paxillus involutus ATCC 200175	Fungi	35.500	0.986	1.000
39447	Gymnodinium catenatum	Protists	35.509	1.000	1.000
1301521	Cronartium ribicola 11-2	Fungi	35.516	0.984	0.997
141855	Caloboletus calopus	Fungi	35.533	0.974	1.000
242507	Pyricularia oryzae 70-15	Fungi	35.534	0.990	1.000
69820	Spodoptera litura	Metazoa	35.559	0.986	1.000
72548	Prymnesium polylepis	Protists	35.576	1.000	1.000
578462	Allomyces macrogynus ATCC 38327	Fungi	35.582	1.000	1.000
94130	Rhizophagus clarus	Fungi	35.583	0.971	0.997
112252	Fungi incertae sedis	Fungi	35.600	1.000	1.000
174720	Strongyloides papillosus	Metazoa	35.617	0.990	0.997
137072	Drosophila kanapiae	Metazoa	35.635	0.973	1.000
62714	Golovinomyces magnicellulatus	Fungi	35.637	0.984	1.000
691171	Tuber umbilicatum	Fungi	35.641	0.966	1.000
79012	Dictyostelium firmibasis	Protists	35.650	0.983	1.000
4803	Lagenidium giganteum	Protists	35.681	0.925	1.000
315946	Scedosporium aurantiacum	Fungi	35.688	0.979	1.000
1330021	Ophiocordyceps polyrhachis-furcata BCC 54312	Fungi	35.697	0.990	1.000
1314781	Exidia glandulosa HHB12029	Fungi	35.731	1.000	1.000
54045	Phaffomyces antillensis	Fungi	35.749	0.983	1.000
333113	Mycosphaerella sp. Ston1	Fungi	35.752	0.978	1.000
86256	Venturia asperata	Fungi	35.757	0.983	1.000
1488528	Tribonema gayanum	Protists	35.764	0.979	1.000
2499266	Alternaria sect. Ulocladioides	Fungi	35.769	0.962	1.000
6144	Aurelia	Metazoa	35.778	1.000	1.000
1226010	Aspergillus bertholletius	Fungi	35.784	0.985	1.000
5010	Taphrina	Fungi	35.785	0.987	0.995
47741	Atkinsonella hypoxylon	Fungi	35.787	0.988	1.000
37642	Paraphysomonas imperforata	Protists	35.788	1.000	1.000
1041015	Drosophila rhopaloa	Metazoa	35.802	0.986	1.000
5454	Ascochyta rabiei	Fungi	35.804	0.978	1.000
5199	Cladonia	Fungi	35.812	1.000	1.000
426418	Pyrenophora tritici-repentis Pt-1C-BFP	Fungi	35.825	0.983	0.998
352472	Dictyostelium discoideum AX4	Protists	35.841	0.989	1.000
2020907	Moniliella sp. 'wahieum'	Fungi	35.847	1.000	1.000
51315	Eimeria necatrix	Protists	35.857	1.000	1.000
279327	Trichosporon akiyoshidainum	Fungi	35.871	0.980	1.000
158607	Diaporthe helianthi	Fungi	35.884	0.978	1.000
7167	Anopheles albimanus	Metazoa	35.900	0.982	1.000
267983	Skeletonema japonicum	Protists	35.908	0.971	1.000
5543	Trichoderma	Fungi	35.914	0.981	1.000
63396	Ustilago cynodontis	Fungi	35.947	0.984	1.000
76193	Papilio machaon	Metazoa	35.958	0.993	1.000
702717	Tuta absoluta	Metazoa	35.961	1.000	1.000
249248	Adineta ricciae	Metazoa	35.966	1.000	1.000
155012	Sarcodon aspratus	Fungi	35.988	0.981	1.000
135833	Metschnikowia drosophilae	Fungi	36.000	0.992	1.000
27352	Cronartiaceae	Fungi	36.000	1.000	1.000
51811	Cordylochernes scorpioides	Metazoa	36.004	1.000	1.000
48100	Alternaria solani	Fungi	36.031	0.979	1.000
42249	Tuber magnatum	Fungi	36.037	0.990	1.000
6290	Haemonchus placei	Metazoa	36.042	0.970	1.000
62324	Anopheles funestus	Metazoa	36.066	0.996	1.000
1266684	Ophiothrix spiculata	Metazoa	36.085	1.000	1.000
51029	Heterodera glycines	Metazoa	36.091	1.000	1.000
321614	Parastagonospora nodorum SN15	Fungi	36.100	0.988	1.000
332229	Hanseniaspora pseudoguilliermondii	Fungi	36.101	0.974	1.000
45599	[Candida] torresii	Fungi	36.114	0.990	1.000
1156965	Wickerhamomyces canadensis	Fungi	36.114	0.993	1.000
7108	Spodoptera frugiperda	Metazoa	36.116	0.988	1.000
52970	Rhodomonas salina	Protists	36.119	0.990	1.000
290746	Acrobeloides nanus	Metazoa	36.128	1.000	1.000
249492	Ustilago xerochloae	Fungi	36.133	0.988	0.998
2490640	Phoma sp. RAV-16-625	Fungi	36.141	0.985	1.000
197054	Yarrowia galli	Fungi	36.147	0.974	1.000
29001	Alternaria brassicicola	Fungi	36.149	0.987	1.000
54046	Phaffomyces thermotolerans	Fungi	36.154	0.977	1.000
1367539	Dothistroma pini CBS 116487	Fungi	36.159	0.989	1.000
7574	Lingula anatina	Metazoa	36.164	1.000	1.000
998830	Bombyx huttoni	Metazoa	36.167	0.979	1.000
239373	Rotylenchulus reniformis	Metazoa	36.175	1.000	1.000
2590008	unclassified Bathycoccus	Plants	36.183	0.965	1.000
63592	Tetraselmis chuii	Plants	36.183	1.000	1.000
431595	Globisporangium ultimum DAOM BR144	Protists	36.193	0.977	1.000
5115	Cryphonectria	Fungi	36.210	0.994	1.000
279272	Leptotrombidium pallidum	Metazoa	36.218	0.989	1.000
211097	Hanseniaspora meyeri	Fungi	36.233	0.994	1.000
1735277	Hymenoscyphus laetus	Fungi	36.241	0.989	1.000
675120	Dothistroma septosporum NZE10	Fungi	36.245	0.991	1.000
1894963	Tuber calosporum	Fungi	36.256	0.992	1.000
1158023	Astrosyne radiata	Protists	36.257	1.000	1.000
32600	Acanthamoeba royreba	Protists	36.270	1.000	1.000
2175968	Sarcodon sp. MG97	Fungi	36.279	0.981	1.000
361072	Dictyostelium citrinum	Protists	36.283	0.986	1.000
361076	Dictyostelium intermedium	Protists	36.283	0.978	1.000
58627	Debaryomyces fabryi	Fungi	36.289	0.985	1.000
271218	Kazachstania aerobia	Fungi	36.298	0.986	1.000
7515	Ctenocephalides felis	Metazoa	36.299	1.000	1.000
27835	Nippostrongylus brasiliensis	Metazoa	36.304	1.000	1.000
2109649	Fragilaria radians	Protists	36.307	1.000	1.000
34499	Pleurobrachia bachei	Metazoa	36.308	1.000	1.000
42839	Anopheles aquasalis	Metazoa	36.314	0.991	1.000
416450	Penicillium antarcticum	Fungi	36.316	0.991	1.000
44440	Chattonella subsalsa	Protists	36.326	1.000	1.000
86257	Venturia carpophila	Fungi	36.335	0.987	1.000
3005	Rhizosolenia setigera	Protists	36.346	1.000	1.000
299130	Oidium heveae	Fungi	36.347	0.979	1.000
1077348	Ganoderma sinense ZZ0214-1	Fungi	36.372	0.975	1.000
1580842	Thielaviopsis musarum	Fungi	36.376	0.982	1.000
522693	Debaryomyces subglobosus	Fungi	36.387	0.993	1.000
211099	Hanseniaspora clermontiae	Fungi	36.398	0.988	1.000
5601	Phialophora americana	Fungi	36.401	0.986	1.000
1202554	Cerataphis brasiliensis yeast-like symbiont	Fungi	36.401	0.987	0.998
38544	Kappaphycus alvarezii	Protists	36.415	1.000	1.000
111886	Aphantopus hyperantus	Metazoa	36.418	0.995	1.000
172969	Gracilaria changii	Protists	36.423	1.000	1.000
2039875	Ophiocordyceps sp. 'camponoti-leonardi'	Fungi	36.427	0.979	1.000
1367541	Pseudocercospora pini-densiflorae CBS 125139	Fungi	36.430	0.987	1.000
114742	Pythium insidiosum	Protists	36.433	1.000	1.000
747676	Melampsora larici-populina 98AG31	Fungi	36.437	0.984	1.000
354439	Rhynchophorus ferrugineus	Metazoa	36.441	1.000	1.000
129350	Phytophthora colocasiae	Protists	36.447	0.983	1.000
321146	Pseudocercospora eumusae	Fungi	36.460	0.987	1.000
6452	Haliotis	Metazoa	36.462	0.923	1.000
614101	Dryococelus australis	Metazoa	36.468	0.987	1.000
99802	Spirometra erinaceieuropaei	Metazoa	36.471	1.000	1.000
1156394	Saprolegnia diclina VS20	Protists	36.481	0.991	1.000
2082957	Cochlonema odontosperma	Fungi	36.486	0.980	1.000
451864	Dikarya	Fungi	36.490	0.984	1.000
6859	Androctonus mauritanicus	Metazoa	36.506	1.000	1.000
212602	Oidium neolycopersici	Fungi	36.508	0.982	1.000
1140117	Heterococcus sp. DN1	Protists	36.519	1.000	1.000
644589	Alternaria gansuensis	Fungi	36.522	0.989	1.000
2066500	Byssochlamys sp. AF001	Fungi	36.523	0.974	1.000
1603057	Neoboletus brunneissimus	Fungi	36.527	0.972	1.000
113226	Pseudocercospora musae	Fungi	36.537	0.985	1.000
7739	Branchiostoma floridae	Metazoa	36.549	0.983	1.000
930991	Paxillus rubicundulus Ve08.2h10	Fungi	36.554	0.986	1.000
1972497	Emergomyces orientalis	Fungi	36.557	0.989	1.000
1157616	Hortaea werneckii EXF-2000	Fungi	36.568	1.000	1.000
1089532	Kazachstania solicola	Fungi	36.576	0.995	1.000
6687	Penaeus monodon	Metazoa	36.582	0.981	1.000
225359	Erysiphe pulchra	Fungi	36.585	0.979	1.000
73230	Emmonsia crescens	Fungi	36.592	0.976	1.000
39412	Phialophora verrucosa	Fungi	36.602	0.986	1.000
1987369	Saccharomyces jurei	Fungi	36.602	0.988	1.000
81535	Stephanoeca diplocostata	Protists	36.610	1.000	1.000
1199090	Brachionus koreanus	Metazoa	36.613	0.984	1.000
214684	Cryptococcus neoformans var. neoformans JEC21	Fungi	36.630	0.991	1.000
1450759	Taphrina flavorubra JCM 22207	Fungi	36.635	0.981	1.000
1526549	Thielaviopsis ethacetica	Fungi	36.638	0.991	1.000
42192	Mytilus coruscus	Metazoa	36.640	0.990	1.000
44447	Pseudo-nitzschia delicatissima	Protists	36.644	0.994	1.000
7217	Drosophila ananassae	Metazoa	36.651	0.990	1.000
71927	Termitomyces	Fungi	36.656	0.984	1.000
79327	Schmidtea mediterranea	Metazoa	36.662	1.000	1.000
531929	Crematogaster levior	Metazoa	36.670	0.987	1.000
5663	Leishmania enriettii	Protists	36.686	0.971	1.000
253101	Hymenoscyphus scutula	Fungi	36.689	0.986	1.000
2925	Alexandrium catenella	Protists	36.690	0.993	1.000
29030	Drosophila takahashii	Metazoa	36.691	0.990	1.000
50429	Stylophora pistillata	Metazoa	36.693	0.981	1.000
5855	Plasmodium vivax	Protists	36.702	1.000	1.000
644352	Gaeumannomyces tritici R3-111a-1	Fungi	36.707	0.978	1.000
29911	Alternaria brassicae	Fungi	36.707	0.982	1.000
763924	Phytophthora capsici LT1534	Protists	36.710	0.972	1.000
4773	Schizochytrium aggregatum	Protists	36.721	1.000	1.000
35679	Pelagococcus subviridis	Protists	36.724	1.000	1.000
1069680	Pneumocystis murina B123	Fungi	36.729	0.988	1.000
538958	Conopomorpha cramerella	Metazoa	36.743	1.000	1.000
101761	Conus tribblei	Metazoa	36.750	1.000	1.000
151555	unclassified Eurotiomycetes	Fungi	36.750	1.000	1.000
39700	Trypanozoon	Protists	36.750	1.000	1.000
2916	Tripos fusus	Protists	36.758	1.000	1.000
96373	Leptographium lundbergii	Fungi	36.764	0.992	0.998
216823	Skeletonema menzelii	Protists	36.767	0.990	1.000
1176757	Cryptosporidium viatorum	Protists	36.788	0.975	1.000
67723	Amanita phalloides	Fungi	36.790	0.997	1.000
62708	Golovinomyces cichoracearum	Fungi	36.800	0.989	1.000
36894	Pyramimonas parkeae	Plants	36.803	1.000	1.000
2250717	Cystobasidiaceae sp. HBUAS51001	Fungi	36.805	1.000	1.000
54194	Phaffomyces opuntiae	Fungi	36.811	0.992	1.000
179392	Paradendryphiella salina	Fungi	36.824	0.986	1.000
5851	Plasmodium knowlesi strain H	Protists	36.836	1.000	1.000
42026	Drosophila bipectinata	Metazoa	36.849	0.986	1.000
85707	Ancyromonas sigmoides	Protists	36.850	1.000	1.000
29199	Chlorarachnion reptans	Protists	36.850	1.000	1.000
1888986	Hanseniaspora sp. CRUB 1602	Fungi	36.851	0.983	1.000
203864	unclassified Cryptosporidium	Protists	36.852	0.963	1.000
67725	Amanita pseudoporphyria	Fungi	36.860	1.000	1.000
222705	Suillus pictus	Fungi	36.864	0.981	1.000
104421	Camponotus floridanus	Metazoa	36.865	0.986	1.000
226126	Saccharomyces mikatae IFO 1815	Fungi	36.866	0.997	1.000
1357677	Mucor racemosus B9645	Fungi	36.868	0.961	0.997
42746	Proteromonas lacertae	Protists	36.875	1.000	1.000
507361	Phoma koolunga	Fungi	36.890	0.984	1.000
374759	Neoboletus magnificus	Fungi	36.906	0.972	1.000
647257	Ciborinia camelliae	Fungi	36.910	0.977	1.000
1298852	Melampsora pinitorqua Mpini7	Fungi	36.923	0.923	1.000
1074897	Tetraselmis astigmatica	Plants	36.924	1.000	1.000
482377	Russula abietina	Fungi	36.938	0.972	1.000
87265	Umbilicariaceae	Fungi	36.941	0.961	1.000
5802	Eimeria tenella	Protists	36.963	1.000	1.000
565426	Paraphaeosphaeria minitans	Fungi	36.971	0.998	1.000
139723	Anopheles culicifacies	Metazoa	36.984	0.993	1.000
1805483	Nematocida displodere	Fungi	36.986	1.000	1.000
43151	Anopheles darlingi	Metazoa	36.998	0.989	0.998
33387	Aphidini	Metazoa	37.000	1.000	1.000
1279043	Cladophialophora carrionii CBS 160.54	Fungi	37.004	0.991	1.000
299467	Leptotrombidium deliense	Metazoa	37.005	1.000	1.000
82510	Trichosporon faecale	Fungi	37.005	0.988	1.000
1909275	Savillea parva	Protists	37.005	1.000	1.000
112268	Anopheles minimus	Metazoa	37.007	0.988	1.000
115786	[Candida] orba	Fungi	37.008	0.982	1.000
2175972	Boletus sp. MG95	Fungi	37.010	0.982	1.000
155619	Agaricomycetes	Fungi	37.029	1.000	1.000
66420	Papilio xuthus	Metazoa	37.047	0.991	1.000
36057	Rhizopogon vulgaris	Fungi	37.053	0.976	1.000
236234	Diplodia corticola	Fungi	37.090	0.983	1.000
84963	Eimeria falciformis	Protists	37.098	0.961	1.000
2049356	Monocercomonoides exilis	Protists	37.100	1.000	1.000
221942	Setaria equina	Metazoa	37.102	0.988	1.000
578459	Rhodotorula graminis WP1	Fungi	37.108	0.985	1.000
29170	Ancylostoma caninum	Metazoa	37.110	0.983	1.000
717944	Trametes versicolor FP-101664 SS1	Fungi	37.114	0.975	1.000
1209926	Colletotrichum orchidophilum	Fungi	37.120	0.984	1.000
904709	Chaetomium cochliodes	Fungi	37.125	0.988	1.000
207806	Pseudoneuroterus saliens	Metazoa	37.125	1.000	1.000
268820	Apocalathium aciculiferum	Protists	37.134	1.000	1.000
51022	Ancylostoma duodenale	Metazoa	37.135	0.986	1.000
86018	Salpingoeca infusionum	Protists	37.143	1.000	1.000
46730	Pocillopora	Metazoa	37.146	0.951	1.000
1274784	Mucor velutinosus B5328	Fungi	37.149	0.984	1.000
47662	Trametes villosa	Fungi	37.155	0.996	1.000
51329	Polytomella parva	Plants	37.157	1.000	1.000
268492	Teunomyces cretensis	Fungi	37.165	0.991	1.000
1346820	Thielaviopsis euricoi	Fungi	37.168	0.977	1.000
436010	Fibularhizoctonia sp. CBS 109695	Fungi	37.171	1.000	1.000
82520	Apiotrichum laibachii	Fungi	37.172	0.982	1.000
218684	Corethron pennatum	Protists	37.196	1.000	1.000
6954	Dermatophagoides farinae	Metazoa	37.212	1.000	1.000
1658172	Emmonsia sp. CAC-2015a	Fungi	37.212	0.993	1.000
6454	Haliotis rufescens	Metazoa	37.214	0.992	1.000
228944	Limonomyces culmigenus	Fungi	37.216	1.000	1.000
108572	Armillaria fuscipes	Fungi	37.217	0.983	1.000
61194	Monilinia aucupariae	Fungi	37.218	0.988	1.000
7612	Pisaster ochraceus	Metazoa	37.245	0.992	1.000
1095628	Tricholoma matsutake 945	Fungi	37.250	1.000	1.000
645706	Stichodactyla mertensii	Metazoa	37.250	1.000	1.000
51655	Plutella xylostella	Metazoa	37.274	0.994	1.000
36166	Megaselia scalaris	Metazoa	37.276	1.000	1.000
61180	Oesophagostomum dentatum	Metazoa	37.276	1.000	1.000
881290	Nematocida parisii ERTm1	Fungi	37.286	1.000	1.000
1317128	Pristionchus maxplancki	Metazoa	37.290	0.982	1.000
542832	Peronospora effusa	Protists	37.293	0.976	1.000
329884	Friedmanniomyces simplex	Fungi	37.294	0.994	1.000
82600	Cydia pomonella	Metazoa	37.294	0.997	1.000
356882	Valsa malicola	Fungi	37.295	0.986	1.000
108901	Porodaedalea pini	Fungi	37.299	1.000	1.000
64793	Wasmannia auropunctata	Metazoa	37.304	0.995	1.000
652834	Palpitomonas bilix	Protists	37.307	1.000	1.000
1317657	Brachionus sp. 'Tiscar'	Metazoa	37.311	0.990	1.000
1987568	Pecoramyces ruminatium	Fungi	37.321	0.985	1.000
2320818	Picocystis sp. ML	Plants	37.324	1.000	1.000
1182544	Cladophialophora yegresii CBS 114405	Fungi	37.330	0.989	0.998
133381	Smittium megazygosporum	Fungi	37.332	1.000	1.000
2951	Symbiodinium microadriaticum	Protists	37.333	1.000	1.000
78410	Neonectria ditissima	Fungi	37.344	0.992	1.000
82509	Trichosporon coremiiforme	Fungi	37.348	0.990	0.998
236788	Busseola fusca	Metazoa	37.350	0.994	1.000
1004253	Cyberlindnera mrakii	Fungi	37.350	0.987	1.000
2175966	Termitomyces sp. MG145	Fungi	37.355	0.996	1.000
7090	Bombyx	Metazoa	37.356	1.000	1.000
78185	Ceratina australensis	Metazoa	37.360	1.000	1.000
1774708	Spathaspora girioi	Fungi	37.362	0.985	1.000
1447872	Emergomyces pasteurianus Ep9510	Fungi	37.378	0.988	1.000
1635102	Termitomyces sp. JCM 13351	Fungi	37.381	0.988	1.000
91626	Mucor ambiguus	Fungi	37.383	0.985	1.000
1330343	Phytophthora pluvialis	Protists	37.384	0.985	1.000
83647	Orius insidiosus	Metazoa	37.388	1.000	1.000
179676	Culicoides sonorensis	Metazoa	37.408	1.000	1.000
49249	Ditylum brightwellii	Protists	37.413	1.000	1.000
6148	Chrysaora quinquecirrha	Metazoa	37.413	0.976	0.989
5306	Phanerochaete chrysosporium	Fungi	37.415	1.000	1.000
86804	Ustilago trichophora	Fungi	37.417	1.000	1.000
44745	Haematococcus lacustris	Plants	37.418	1.000	1.000
2856	Cylindrotheca closterium	Protists	37.422	1.000	1.000
34649	Mesobuthus martensii	Metazoa	37.434	0.981	0.990
154538	Trametes pubescens	Fungi	37.437	0.992	1.000
7160	Aedes albopictus	Metazoa	37.450	1.000	1.000
44058	Aureoumbra lagunensis	Protists	37.451	1.000	1.000
1081108	Cordyceps confragosa RCEF 1005	Fungi	37.454	0.988	1.000
183588	Pseudo-nitzschia fraudulenta	Protists	37.455	1.000	1.000
91324	Lotharella globosa	Protists	37.455	1.000	1.000
1805481	Nematocida sp. ERTm5	Fungi	37.457	1.000	1.000
7740	Branchiostoma lanceolatum	Metazoa	37.463	0.989	1.000
223987	Asymmetron lucayanum	Metazoa	37.467	1.000	1.000
1259847	Nannochloropsis oculata CCMP525	Protists	37.473	0.982	1.000
747725	Mucor circinelloides f. lusitanicus CBS 277.49	Fungi	37.479	0.984	1.000
507511	Hyphopichia heimii	Fungi	37.480	0.985	1.000
2603378	Callirhytis sp. RG_2019_326	Metazoa	37.485	0.993	1.000
75966	Trebouxiophyceae	Plants	37.495	0.979	1.000
411798	Vollenhovia emeryi	Metazoa	37.496	0.984	1.000
694270	Fusarium longipes	Fungi	37.496	0.986	1.000
1460663	Paraphaeosphaeria sporulosa	Fungi	37.497	0.992	1.000
133385	Smittium simulii	Fungi	37.500	1.000	1.000
1882922	Taenaris catops	Metazoa	37.500	1.000	1.000
1631189	Phaeocystis rex	Protists	37.510	1.000	1.000
1232801	Amphibalanus amphitrite	Metazoa	37.515	0.998	1.000
2268852	unclassified Ostreococcus	Plants	37.524	1.000	1.000
1155433	Arcocellulus cornucervis	Protists	37.528	0.993	1.000
5077	Penicillium citrinum	Fungi	37.541	0.996	1.000
360147	Ceratocystiopsis minuta	Fungi	37.551	0.986	1.000
5125	Hypocreales	Fungi	37.563	0.991	1.000
163516	Leptocylindrus danicus	Protists	37.566	1.000	1.000
284591	Yarrowia lipolytica CLIB122	Fungi	37.568	0.998	1.000
114818	Xylaria longipes	Fungi	37.587	0.990	1.000
34632	Rhipicephalus sanguineus	Metazoa	37.609	0.989	1.000
45581	[Candida] rhagii	Fungi	37.609	0.991	1.000
1690101	Phytophthora taxon totara	Protists	37.611	0.994	1.000
279506	Boletus bicolor	Fungi	37.612	0.985	1.000
44416	Eimeria nieschulzi	Protists	37.613	1.000	1.000
374047	Helicotheca tamesis	Protists	37.614	1.000	1.000
176626	Rhizopogon salebrosus	Fungi	37.620	0.979	1.000
5093	Byssochlamys nivea	Fungi	37.622	0.990	1.000
1432307	Sclerotinia borealis F-4128	Fungi	37.626	0.990	1.000
51769	Anemonia viridis	Metazoa	37.642	1.000	1.000
1580861	Huntiella moniliformis	Fungi	37.643	0.992	1.000
148098	Debaryomyces prosopidis	Fungi	37.644	0.993	1.000
39466	Hyphantria cunea	Metazoa	37.644	0.994	1.000
1120755	Plasmodium cynomolgi strain B	Protists	37.660	1.000	1.000
70415	Trichuris muris	Metazoa	37.671	1.000	1.000
27335	Verticillium albo-atrum	Fungi	37.674	0.994	1.000
62754	Morchella crassipes	Fungi	37.676	0.993	1.000
2175965	Termitomyces sp. MG148	Fungi	37.677	0.993	1.000
553390	Ceratocystiopsis brevicomis	Fungi	37.678	0.982	0.997
238245	Stenocarpella maydis	Fungi	37.679	0.986	1.000
102285	Rodentolepis nana	Metazoa	37.690	0.983	1.000
41117	Pollicipes pollicipes	Metazoa	37.700	0.994	1.000
766728	Meyerozyma	Fungi	37.703	0.997	1.000
1389228	Galdieria phlegrea	Protists	37.712	1.000	1.000
53326	Ancylostoma ceylanicum	Metazoa	37.712	0.976	1.000
252740	Valsa sordida	Fungi	37.713	0.986	1.000
324739	Kregervanrija delftensis	Fungi	37.718	0.995	1.000
1527289	Yarrowia yakushimensis	Fungi	37.733	0.984	1.000
195067	Goniomonas pacifica	Protists	37.742	1.000	1.000
2175973	Boletus sp. MG55	Fungi	37.749	0.986	1.000
208452	Plasmodium coatneyi	Protists	37.750	0.985	0.985
